"Method","Cov","Width","Time","Dataset","Trial","N","N_cal"
"SCP",0.963,9.80327159384795,0,"LogNormal",42,3000,160
"RSA-CP (OT) (Ours)",0.9625,9.66916246198683,0.0199999999999818,"LogNormal",42,3000,160
"SPI",0.9695,10.5942875962018,0.170000000000016,"LogNormal",42,3000,160
"Synthetic-only",0.972,10.7947859283018,0,"LogNormal",42,3000,160
"SCP",0.9335,5.23660752643965,0,"Student-t",42,3000,160
"RSA-CP (OT) (Ours)",0.929,5.1320559877467,0.00999999999999091,"Student-t",42,3000,160
"SPI",0.9405,5.48414789656839,0.180000000000007,"Student-t",42,3000,160
"Synthetic-only",0.99,10.5760118787832,0,"Student-t",42,3000,160
"SCP",0.9495,8.683860673496,0,"LogNormal",43,3000,160
"RSA-CP (OT) (Ours)",0.947,8.56220549009439,0.00999999999999091,"LogNormal",43,3000,160
"SPI",0.9405,8.25999534514746,0.170000000000016,"LogNormal",43,3000,160
"Synthetic-only",0.9315,8.03389090075395,0,"LogNormal",43,3000,160
"SCP",0.97,7.05475783525886,0,"Student-t",43,3000,160
"RSA-CP (OT) (Ours)",0.9645,6.57557571057956,0.0199999999999818,"Student-t",43,3000,160
"SPI",0.9825,8.53410038873014,0.170000000000016,"Student-t",43,3000,160
"Synthetic-only",0.9915,11.0827622170331,0,"Student-t",43,3000,160
"SCP",0.9205,7.63373798679559,0,"LogNormal",44,3000,160
"RSA-CP (OT) (Ours)",0.915,7.44177903069202,0,"LogNormal",44,3000,160
"SPI",0.9235,7.7282042935865,0.170000000000016,"LogNormal",44,3000,160
"Synthetic-only",0.979,11.9811482618568,0,"LogNormal",44,3000,160
"SCP",0.9675,6.85341703615311,0,"Student-t",44,3000,160
"RSA-CP (OT) (Ours)",0.9645,6.60555397658058,0.00999999999999091,"Student-t",44,3000,160
"SPI",0.982,8.23704863308349,0.180000000000007,"Student-t",44,3000,160
"Synthetic-only",0.9945,12.0881581480505,0,"Student-t",44,3000,160
"SCP",0.9435,8.435925284155,0,"LogNormal",45,3000,160
"RSA-CP (OT) (Ours)",0.9305,8.01222873914125,0,"LogNormal",45,3000,160
"SPI",0.953,9.01997805664024,0.189999999999998,"LogNormal",45,3000,160
"Synthetic-only",0.9865,13.3088087291969,0.0200000000000102,"LogNormal",45,3000,160
"SCP",0.965,6.66613035627401,0,"Student-t",45,3000,160
"RSA-CP (OT) (Ours)",0.9645,6.64061421563172,0.0100000000000193,"Student-t",45,3000,160
"SPI",0.9685,6.94512465774488,0.179999999999978,"Student-t",45,3000,160
"Synthetic-only",0.992,11.5515198734016,0,"Student-t",45,3000,160
"SCP",0.964,9.86438867441118,0,"LogNormal",46,3000,160
"RSA-CP (OT) (Ours)",0.962,9.60774569840628,0.0100000000000193,"LogNormal",46,3000,160
"SPI",0.9555,9.19607537730003,0.169999999999987,"LogNormal",46,3000,160
"Synthetic-only",0.954,9.0905046974609,0,"LogNormal",46,3000,160
"SCP",0.9635,6.55209480659446,0,"Student-t",46,3000,160
"RSA-CP (OT) (Ours)",0.9595,6.39788004751484,0,"Student-t",46,3000,160
"SPI",0.982,8.37359232447282,0.189999999999998,"Student-t",46,3000,160
"Synthetic-only",0.9915,11.1765445205325,0,"Student-t",46,3000,160
"SCP",0.963,9.81282660301453,0,"LogNormal",47,3000,160
"RSA-CP (OT) (Ours)",0.9565,9.21238942549913,0.00999999999999091,"LogNormal",47,3000,160
"SPI",0.953,9.04064179360189,0.170000000000016,"LogNormal",47,3000,160
"Synthetic-only",0.953,9.01775766847316,0,"LogNormal",47,3000,160
"SCP",0.959,6.34264973644006,0,"Student-t",47,3000,160
"RSA-CP (OT) (Ours)",0.9585,6.28936336309021,0.0199999999999818,"Student-t",47,3000,160
"SPI",0.966,6.7204601278253,0.170000000000016,"Student-t",47,3000,160
"Synthetic-only",0.9945,12.3834080496828,0,"Student-t",47,3000,160
"SCP",0.963,9.71107841394577,0,"LogNormal",48,3000,160
"RSA-CP (OT) (Ours)",0.9615,9.58055131022824,0,"LogNormal",48,3000,160
"SPI",0.965,9.94624573229955,0.180000000000007,"LogNormal",48,3000,160
"Synthetic-only",0.989,13.7801096945905,0,"LogNormal",48,3000,160
"SCP",0.992,11.6198820318036,0,"Student-t",48,3000,160
"RSA-CP (OT) (Ours)",0.9905,10.8037055895264,0,"Student-t",48,3000,160
"SPI",0.993,11.7314874751245,0.189999999999998,"Student-t",48,3000,160
"Synthetic-only",0.9925,11.6994784495656,0.0200000000000102,"Student-t",48,3000,160
"SCP",0.945,8.47797407931726,0,"LogNormal",49,3000,160
"RSA-CP (OT) (Ours)",0.9425,8.39618287608147,0.0200000000000102,"LogNormal",49,3000,160
"SPI",0.9555,9.19141914805779,0.169999999999987,"LogNormal",49,3000,160
"Synthetic-only",0.9715,10.7590981119809,0,"LogNormal",49,3000,160
"SCP",0.9505,5.8591640440863,0,"Student-t",49,3000,160
"RSA-CP (OT) (Ours)",0.95,5.8173799328219,0.0200000000000102,"Student-t",49,3000,160
"SPI",0.9775,7.7148739364125,0.169999999999987,"Student-t",49,3000,160
"Synthetic-only",0.9945,12.376418847677,0,"Student-t",49,3000,160
"SCP",0.9525,8.98725482845118,0,"LogNormal",50,3000,160
"RSA-CP (OT) (Ours)",0.9525,8.87869046001106,0,"LogNormal",50,3000,160
"SPI",0.9385,8.208635976323,0.189999999999998,"LogNormal",50,3000,160
"Synthetic-only",0.938,8.19173255388436,0,"LogNormal",50,3000,160
"SCP",0.948,5.70397792389277,0,"Student-t",50,3000,160
"RSA-CP (OT) (Ours)",0.947,5.66020195754406,0,"Student-t",50,3000,160
"SPI",0.9545,6.07941823043558,0.189999999999998,"Student-t",50,3000,160
"Synthetic-only",0.9915,10.8950162091885,0,"Student-t",50,3000,160
"SCP",0.959,9.32676141957201,0,"LogNormal",51,3000,160
"RSA-CP (OT) (Ours)",0.954,9.13209277199631,0.00999999999999091,"LogNormal",51,3000,160
"SPI",0.963,9.77487381932434,0.180000000000007,"LogNormal",51,3000,160
"Synthetic-only",0.99,14.7142591149784,0,"LogNormal",51,3000,160
"SCP",0.982,8.28014309257739,0,"Student-t",51,3000,160
"RSA-CP (OT) (Ours)",0.98,7.86305199711092,0.00999999999999091,"Student-t",51,3000,160
"SPI",0.9855,9.04490545089633,0.170000000000016,"Student-t",51,3000,160
"Synthetic-only",0.994,11.9160052456515,0,"Student-t",51,3000,160
"SCP",0.9215,7.64491753585038,0,"LogNormal",52,3000,160
"RSA-CP (OT) (Ours)",0.9185,7.57548604949694,0,"LogNormal",52,3000,160
"SPI",0.9265,7.81093985915781,0.189999999999998,"LogNormal",52,3000,160
"Synthetic-only",0.985,13.1544499063161,0,"LogNormal",52,3000,160
"SCP",0.948,5.69086759402285,0,"Student-t",52,3000,160
"RSA-CP (OT) (Ours)",0.9435,5.59790376773103,0,"Student-t",52,3000,160
"SPI",0.9675,6.85077861452154,0.170000000000016,"Student-t",52,3000,160
"Synthetic-only",0.992,11.5305730982877,0,"Student-t",52,3000,160
"SCP",0.929,7.92466091691513,0,"LogNormal",53,3000,160
"RSA-CP (OT) (Ours)",0.9215,7.65037434936075,0.0200000000000102,"LogNormal",53,3000,160
"SPI",0.946,8.52629644114877,0.169999999999987,"LogNormal",53,3000,160
"Synthetic-only",0.9795,12.1001765676731,0,"LogNormal",53,3000,160
"SCP",0.9825,8.56884086802057,0,"Student-t",53,3000,160
"RSA-CP (OT) (Ours)",0.982,8.22171283840118,0,"Student-t",53,3000,160
"SPI",0.9895,10.524170851503,0.189999999999998,"Student-t",53,3000,160
"Synthetic-only",0.9915,11.0491041114327,0.0200000000000102,"Student-t",53,3000,160
"SCP",0.963,9.68338948589912,0,"LogNormal",54,3000,160
"RSA-CP (OT) (Ours)",0.9615,9.54718789799614,0.0100000000000193,"LogNormal",54,3000,160
"SPI",0.953,9.02317846660759,0.179999999999978,"LogNormal",54,3000,160
"Synthetic-only",0.9465,8.55007964514916,0,"LogNormal",54,3000,160
"SCP",0.939,5.39308025909773,0,"Student-t",54,3000,160
"RSA-CP (OT) (Ours)",0.931,5.18542664800348,0.0100000000000193,"Student-t",54,3000,160
"SPI",0.944,5.60407923461797,0.169999999999987,"Student-t",54,3000,160
"Synthetic-only",0.992,11.449052172351,0,"Student-t",54,3000,160
"SCP",0.908,7.21166023819245,0,"LogNormal",55,3000,160
"RSA-CP (OT) (Ours)",0.905,7.09536581077307,0,"LogNormal",55,3000,160
"SPI",0.9495,8.72660380395385,0.189999999999998,"LogNormal",55,3000,160
"Synthetic-only",0.982,12.3747021582068,0.00999999999999091,"LogNormal",55,3000,160
"SCP",0.9495,5.80315601660954,0,"Student-t",55,3000,160
"RSA-CP (OT) (Ours)",0.9495,5.79253186751588,0,"Student-t",55,3000,160
"SPI",0.9645,6.60748433413925,0.180000000000007,"Student-t",55,3000,160
"Synthetic-only",0.9945,12.2624852833129,0.00999999999999091,"Student-t",55,3000,160
"SCP",0.9735,11.0919257297884,0,"LogNormal",56,3000,160
"RSA-CP (OT) (Ours)",0.972,10.8326747841286,0.0199999999999818,"LogNormal",56,3000,160
"SPI",0.9665,10.1382646004621,0.189999999999998,"LogNormal",56,3000,160
"Synthetic-only",0.9655,10.0024347870627,0,"LogNormal",56,3000,160
"SCP",0.975,7.48147581909673,0,"Student-t",56,3000,160
"RSA-CP (OT) (Ours)",0.9735,7.35403785341221,0,"Student-t",56,3000,160
"SPI",0.982,8.31437469694662,0.180000000000007,"Student-t",56,3000,160
"Synthetic-only",0.994,12.0186727562682,0,"Student-t",56,3000,160
"SCP",0.9365,8.14426494207953,0,"LogNormal",57,3000,160
"RSA-CP (OT) (Ours)",0.93,7.96538903262688,0.0200000000000102,"LogNormal",57,3000,160
"SPI",0.9525,8.90063847866675,0.169999999999987,"LogNormal",57,3000,160
"Synthetic-only",0.9505,8.84200740912675,0,"LogNormal",57,3000,160
"SCP",0.9585,6.3213363117027,0,"Student-t",57,3000,160
"RSA-CP (OT) (Ours)",0.9555,6.09873736202354,0,"Student-t",57,3000,160
"SPI",0.982,8.28596384022991,0.169999999999987,"Student-t",57,3000,160
"Synthetic-only",0.992,11.6127164135621,0,"Student-t",57,3000,160
"SCP",0.906,7.15775981749863,0,"LogNormal",58,3000,160
"RSA-CP (OT) (Ours)",0.9015,7.01070014674859,0,"LogNormal",58,3000,160
"SPI",0.9275,7.85703449956647,0.169999999999987,"LogNormal",58,3000,160
"Synthetic-only",0.965,9.93772313411024,0,"LogNormal",58,3000,160
"SCP",0.982,8.30540698917546,0,"Student-t",58,3000,160
"RSA-CP (OT) (Ours)",0.978,7.74738325157034,0,"Student-t",58,3000,160
"SPI",0.9875,9.50988193631346,0.189999999999998,"Student-t",58,3000,160
"Synthetic-only",0.997,13.1352130347985,0,"Student-t",58,3000,160
"SCP",0.939,8.21315018869535,0,"LogNormal",59,3000,160
"RSA-CP (OT) (Ours)",0.9305,7.98810069168851,0.0199999999999818,"LogNormal",59,3000,160
"SPI",0.9605,9.47820228673935,0.170000000000016,"LogNormal",59,3000,160
"Synthetic-only",0.9725,10.8545421681567,0,"LogNormal",59,3000,160
"SCP",0.9275,5.03947194032524,0,"Student-t",59,3000,160
"RSA-CP (OT) (Ours)",0.9265,5.00330477445456,0.00999999999999091,"Student-t",59,3000,160
"SPI",0.962,6.47491081459419,0.180000000000007,"Student-t",59,3000,160
"Synthetic-only",0.9935,11.8326149126772,0,"Student-t",59,3000,160
"SCP",0.963,9.70436408712868,0,"LogNormal",60,3000,160
"RSA-CP (OT) (Ours)",0.9605,9.50611417874063,0,"LogNormal",60,3000,160
"SPI",0.97,10.7064434140229,0.189999999999998,"LogNormal",60,3000,160
"Synthetic-only",0.988,13.6924921178017,0,"LogNormal",60,3000,160
"SCP",0.9675,6.7808256501442,0,"Student-t",60,3000,160
"RSA-CP (OT) (Ours)",0.9595,6.3880686138561,0.0100000000000193,"Student-t",60,3000,160
"SPI",0.982,8.39454838202746,0.179999999999978,"Student-t",60,3000,160
"Synthetic-only",0.993,11.8295520217247,0,"Student-t",60,3000,160
"SCP",0.9465,8.54947831882137,0,"LogNormal",61,3000,160
"RSA-CP (OT) (Ours)",0.945,8.44734032912098,0,"LogNormal",61,3000,160
"SPI",0.9575,9.27464545449958,0.189999999999998,"LogNormal",61,3000,160
"Synthetic-only",0.9765,11.5702461762812,0.0199999999999818,"LogNormal",61,3000,160
"SCP",0.973,7.32076870080209,0,"Student-t",61,3000,160
"RSA-CP (OT) (Ours)",0.972,7.2410256206486,0.00999999999999091,"Student-t",61,3000,160
"SPI",0.9815,8.01336544076426,0.180000000000007,"Student-t",61,3000,160
"Synthetic-only",0.992,11.6180388106461,0.00999999999999091,"Student-t",61,3000,160
"SCP",0.9415,8.34955774337905,0,"LogNormal",62,3000,160
"RSA-CP (OT) (Ours)",0.9405,8.25346650219324,0.0200000000000102,"LogNormal",62,3000,160
"SPI",0.9525,8.94411271448548,0.169999999999987,"LogNormal",62,3000,160
"Synthetic-only",0.9525,8.95826006917761,0,"LogNormal",62,3000,160
"SCP",0.9675,6.79555640566501,0,"Student-t",62,3000,160
"RSA-CP (OT) (Ours)",0.9645,6.58614996123058,0.0200000000000102,"Student-t",62,3000,160
"SPI",0.972,7.29788761553145,0.22999999999999,"Student-t",62,3000,160
"Synthetic-only",0.992,11.5691967435254,0,"Student-t",62,3000,160
"SCP",0.9325,8.05592714973878,0,"LogNormal",63,3000,160
"RSA-CP (OT) (Ours)",0.9295,7.93193893421782,0.0200000000000102,"LogNormal",63,3000,160
"SPI",0.936,8.12519847570561,0.169999999999987,"LogNormal",63,3000,160
"Synthetic-only",0.989,13.9928704157925,0.0100000000000193,"LogNormal",63,3000,160
"SCP",0.9855,9.06347053252204,0,"Student-t",63,3000,160
"RSA-CP (OT) (Ours)",0.9855,9.04528771720269,0,"Student-t",63,3000,160
"SPI",0.9875,9.51044319333941,0.189999999999998,"Student-t",63,3000,160
"Synthetic-only",0.992,11.464867648296,0,"Student-t",63,3000,160
"SCP",0.958,9.30154720021805,0,"LogNormal",64,3000,160
"RSA-CP (OT) (Ours)",0.957,9.25985867847812,0.0199999999999818,"LogNormal",64,3000,160
"SPI",0.963,9.6927628717705,0.180000000000007,"LogNormal",64,3000,160
"Synthetic-only",0.975,11.2533443770054,0,"LogNormal",64,3000,160
"SCP",0.974,7.36104170681886,0,"Student-t",64,3000,160
"RSA-CP (OT) (Ours)",0.972,7.28888714657168,0,"Student-t",64,3000,160
"SPI",0.9775,7.65768816977427,0.189999999999998,"Student-t",64,3000,160
"Synthetic-only",0.9935,11.8509644550905,0,"Student-t",64,3000,160
"SCP",0.9495,8.683860673496,0,"LogNormal",65,3000,160
"RSA-CP (OT) (Ours)",0.948,8.61322386449652,0,"LogNormal",65,3000,160
"SPI",0.9525,8.87765736212089,0.180000000000007,"LogNormal",65,3000,160
"Synthetic-only",0.9505,8.7988427196676,0,"LogNormal",65,3000,160
"SCP",0.9635,6.55756152703098,0,"Student-t",65,3000,160
"RSA-CP (OT) (Ours)",0.9625,6.49048950694657,0,"Student-t",65,3000,160
"SPI",0.965,6.64183191370427,0.189999999999998,"Student-t",65,3000,160
"Synthetic-only",0.9945,12.2980013843093,0,"Student-t",65,3000,160
"SCP",0.9505,8.8424190440167,0,"LogNormal",66,3000,160
"RSA-CP (OT) (Ours)",0.945,8.51299303533757,0.0199999999999818,"LogNormal",66,3000,160
"SPI",0.9725,10.8590377852888,0.170000000000016,"LogNormal",66,3000,160
"Synthetic-only",0.9845,12.9215332545304,0,"LogNormal",66,3000,160
"SCP",0.9675,6.85077861452154,0,"Student-t",66,3000,160
"RSA-CP (OT) (Ours)",0.9675,6.81797931483268,0.00999999999999091,"Student-t",66,3000,160
"SPI",0.974,7.45843562635872,0.189999999999998,"Student-t",66,3000,160
"Synthetic-only",0.9915,11.1065395602053,0,"Student-t",66,3000,160
"SCP",0.96,9.44740209278693,0,"LogNormal",67,3000,160
"RSA-CP (OT) (Ours)",0.957,9.27313947081935,0.0200000000000102,"LogNormal",67,3000,160
"SPI",0.9505,8.79976109902024,0.169999999999987,"LogNormal",67,3000,160
"Synthetic-only",0.9495,8.70908910871561,0,"LogNormal",67,3000,160
"SCP",0.9555,6.0976394280928,0,"Student-t",67,3000,160
"RSA-CP (OT) (Ours)",0.9475,5.67075579275873,0.0200000000000102,"Student-t",67,3000,160
"SPI",0.963,6.50010633959422,0.180000000000007,"Student-t",67,3000,160
"Synthetic-only",0.9945,12.0932613042701,0,"Student-t",67,3000,160
"SCP",0.9375,8.17149454806664,0,"LogNormal",68,3000,160
"RSA-CP (OT) (Ours)",0.936,8.14059501494363,0.0199999999999818,"LogNormal",68,3000,160
"SPI",0.948,8.5961811694877,0.189999999999998,"LogNormal",68,3000,160
"Synthetic-only",0.9465,8.54967886116983,0,"LogNormal",68,3000,160
"SCP",0.957,6.16329771034647,0,"Student-t",68,3000,160
"RSA-CP (OT) (Ours)",0.955,6.08246152134483,0,"Student-t",68,3000,160
"SPI",0.965,6.65034843647029,0.180000000000007,"Student-t",68,3000,160
"Synthetic-only",0.9895,10.5454236718992,0,"Student-t",68,3000,160
"SCP",0.875,6.30651405571394,0,"LogNormal",69,3000,160
"RSA-CP (OT) (Ours)",0.8715,6.24987617276318,0,"LogNormal",69,3000,160
"SPI",0.9375,8.16890986959946,0.189999999999998,"LogNormal",69,3000,160
"Synthetic-only",0.9375,8.16720473587419,0,"LogNormal",69,3000,160
"SCP",0.9645,6.61042651786016,0,"Student-t",69,3000,160
"RSA-CP (OT) (Ours)",0.963,6.52690271357786,0.00999999999999091,"Student-t",69,3000,160
"SPI",0.979,7.79210281875003,0.189999999999998,"Student-t",69,3000,160
"Synthetic-only",0.9915,11.3224865085842,0,"Student-t",69,3000,160
"SCP",0.9365,8.15483212218918,0,"LogNormal",70,3000,160
"RSA-CP (OT) (Ours)",0.9305,8.01222873914125,0.0200000000000102,"LogNormal",70,3000,160
"SPI",0.9505,8.76397257210708,0.169999999999987,"LogNormal",70,3000,160
"Synthetic-only",0.9495,8.68662693789308,0,"LogNormal",70,3000,160
"SCP",0.9645,6.59341242038274,0,"Student-t",70,3000,160
"RSA-CP (OT) (Ours)",0.9595,6.40957474000455,0.0100000000000193,"Student-t",70,3000,160
"SPI",0.9775,7.71705704619173,0.169999999999987,"Student-t",70,3000,160
"Synthetic-only",0.9945,12.4238284432193,0,"Student-t",70,3000,160
"SCP",0.9535,9.08066463856867,0,"LogNormal",71,3000,160
"RSA-CP (OT) (Ours)",0.9525,8.94830494549452,0.0199999999999818,"LogNormal",71,3000,160
"SPI",0.954,9.0925581541848,0.170000000000016,"LogNormal",71,3000,160
"Synthetic-only",0.9525,8.87895311342621,0,"LogNormal",71,3000,160
"SCP",0.9855,9.04490545089633,0,"Student-t",71,3000,160
"RSA-CP (OT) (Ours)",0.982,8.3426518540286,0.00999999999999091,"Student-t",71,3000,160
"SPI",0.99,10.6216384677661,0.180000000000007,"Student-t",71,3000,160
"Synthetic-only",0.9945,12.2797233686649,0,"Student-t",71,3000,160
"SCP",0.8805,6.44549650030541,0,"LogNormal",72,3000,160
"RSA-CP (OT) (Ours)",0.8715,6.25646313688705,0.0200000000000102,"LogNormal",72,3000,160
"SPI",0.927,7.83259750643993,0.169999999999987,"LogNormal",72,3000,160
"Synthetic-only",0.9845,12.9987412810345,0,"LogNormal",72,3000,160
"SCP",0.977,7.58511708069727,0,"Student-t",72,3000,160
"RSA-CP (OT) (Ours)",0.972,7.27568667750177,0.0100000000000193,"Student-t",72,3000,160
"SPI",0.9815,8.03768823587964,0.189999999999998,"Student-t",72,3000,160
"Synthetic-only",0.9895,10.407900187913,0,"Student-t",72,3000,160
"SCP",0.948,8.59830855259126,0,"LogNormal",73,3000,160
"RSA-CP (OT) (Ours)",0.945,8.45798896767019,0.0199999999999818,"LogNormal",73,3000,160
"SPI",0.9525,8.96533502614222,0.170000000000016,"LogNormal",73,3000,160
"Synthetic-only",0.953,9.04518025198393,0,"LogNormal",73,3000,160
"SCP",0.973,7.32651128959869,0,"Student-t",73,3000,160
"RSA-CP (OT) (Ours)",0.973,7.31724086265339,0.00999999999999091,"Student-t",73,3000,160
"SPI",0.981,7.97595462817891,0.189999999999998,"Student-t",73,3000,160
"Synthetic-only",0.9905,10.8165702993774,0,"Student-t",73,3000,160
"SCP",0.9365,8.14466816065432,0,"LogNormal",74,3000,160
"RSA-CP (OT) (Ours)",0.9325,8.05763538498902,0.0200000000000102,"LogNormal",74,3000,160
"SPI",0.967,10.1742681685312,0.189999999999998,"LogNormal",74,3000,160
"Synthetic-only",0.969,10.3568594294726,0,"LogNormal",74,3000,160
"SCP",0.9545,6.07846087374962,0,"Student-t",74,3000,160
"RSA-CP (OT) (Ours)",0.9525,5.99814671436628,0,"Student-t",74,3000,160
"SPI",0.9685,6.91239875697933,0.180000000000007,"Student-t",74,3000,160
"Synthetic-only",0.9915,11.0093693973869,0.00999999999999091,"Student-t",74,3000,160
"SCP",0.9495,8.73890397406326,0,"LogNormal",75,3000,160
"RSA-CP (OT) (Ours)",0.9495,8.70224621578815,0,"LogNormal",75,3000,160
"SPI",0.967,10.1838316311516,0.189999999999998,"LogNormal",75,3000,160
"Synthetic-only",0.973,10.9595570734461,0.0100000000000193,"LogNormal",75,3000,160
"SCP",0.9525,5.98934531740967,0,"Student-t",75,3000,160
"RSA-CP (OT) (Ours)",0.952,5.94413944599538,0.0100000000000193,"Student-t",75,3000,160
"SPI",0.9675,6.76462134050259,0.169999999999987,"Student-t",75,3000,160
"Synthetic-only",0.993,11.820323162307,0,"Student-t",75,3000,160
"SCP",0.9605,9.53632092921445,0,"LogNormal",76,3000,160
"RSA-CP (OT) (Ours)",0.96,9.46703157778317,0.00999999999999091,"LogNormal",76,3000,160
"SPI",0.983,12.6276197508217,0.180000000000007,"LogNormal",76,3000,160
"Synthetic-only",0.9865,13.2705189393073,0,"LogNormal",76,3000,160
"SCP",0.9775,7.68601126109848,0,"Student-t",76,3000,160
"RSA-CP (OT) (Ours)",0.972,7.30084020610756,0.00999999999999091,"Student-t",76,3000,160
"SPI",0.9895,10.3866582900911,0.170000000000016,"Student-t",76,3000,160
"Synthetic-only",0.9925,11.6730415138123,0,"Student-t",76,3000,160
"SCP",0.941,8.27273352222101,0,"LogNormal",77,3000,160
"RSA-CP (OT) (Ours)",0.936,8.13406185518929,0.0200000000000102,"LogNormal",77,3000,160
"SPI",0.968,10.298481962554,0.169999999999987,"LogNormal",77,3000,160
"Synthetic-only",0.983,12.5510726527792,0,"LogNormal",77,3000,160
"SCP",0.965,6.66467963508249,0,"Student-t",77,3000,160
"RSA-CP (OT) (Ours)",0.9645,6.62457191188324,0,"Student-t",77,3000,160
"SPI",0.9815,8.1078392005369,0.189999999999998,"Student-t",77,3000,160
"Synthetic-only",0.9945,12.2057850415372,0,"Student-t",77,3000,160
"SCP",0.956,9.19736137352882,0,"LogNormal",78,3000,160
"RSA-CP (OT) (Ours)",0.9525,8.91085768997292,0,"LogNormal",78,3000,160
"SPI",0.9655,9.96617373707026,0.180000000000007,"LogNormal",78,3000,160
"Synthetic-only",0.969,10.4892760248835,0,"LogNormal",78,3000,160
"SCP",0.9675,6.89015774631846,0,"Student-t",78,3000,160
"RSA-CP (OT) (Ours)",0.9675,6.82889271364971,0.0200000000000102,"Student-t",78,3000,160
"SPI",0.974,7.36499937899567,0.169999999999987,"Student-t",78,3000,160
"Synthetic-only",0.992,11.5664598221178,0,"Student-t",78,3000,160
"SCP",0.9275,7.8518275986408,0,"LogNormal",79,3000,160
"RSA-CP (OT) (Ours)",0.9185,7.55814661026614,0,"LogNormal",79,3000,160
"SPI",0.96,9.4203941569688,0.180000000000007,"LogNormal",79,3000,160
"Synthetic-only",0.99,14.7686226618846,0.00999999999999091,"LogNormal",79,3000,160
"SCP",0.982,8.19811585388938,0,"Student-t",79,3000,160
"RSA-CP (OT) (Ours)",0.9815,8.02946475274823,0.0199999999999818,"Student-t",79,3000,160
